Engagements,Followers at Posting,Description,Day_of_Week,Time_in_seconds,Album,Photo,Video,Description_Score
861172,34532553, the oop or the windmill by terrance ferguson ,3,80565,0,0,1,0.9029473299037549
716610,34532553,the celtics hustle sets up the triple  nbaontnt,3,80496,0,0,1,-2.632599797249427
792819,34532553,vince carter spins baseline,3,78381,0,0,1,1.8824790076441238
740859,34532553,poetry in motion  #phantomcam,3,77646,0,0,1,0.5896461735100551
653701,34532553,fchwpo powers it in for the celtics  nbaontnt,3,76662,0,0,1,-1.9364909811209992
723220,34532553,yutawatanabe12 getting buckets in front of his family,3,75781,0,0,1,1.270940269437798
432607,34532553,11 x 23,3,75042,0,1,0,-0.9831627812347787
659731,34532553,traeyoung threads the needle for the atlhawks,3,74406,0,0,1,-2.7332345691633186
785573,34532553, karltowns takes it strong ,3,72704,0,0,1,-0.7280882427264772
432607,34532553,the 2019 #nbaallstar #teamlebron  #teamgiannis rosters as drafted by #lebronjames and #giannis,3,69631,0,1,0,-1.5822871626134827
408413,34492470,kgarea21 in the building for lakers celtics 800pm et nbaontnt,3,65959,1,0,0,-3.6854442952468114
890873,34492470,"kyrieirving finds the open man in this #nbabreakdown

 lakers celtics
 800pm et
 nbaontnt",3,64841,0,0,1,0.33973768785185154
742111,34492470,kyrieirving prepares for tonights celtics nbaontnt action 800pm et,3,61956,0,0,1,0.27843205920695946
802085,34492470, the top 3 plays from the #mtndewicerisingstars in january,3,58105,0,0,1,1.648427849998319
744445,34492470,"this #nbaallstar dont just play it 
how will you #ownthegame",3,50554,0,0,1,0.5985506419823698
389901,34492470,the lakers and celtics hit the floor in boston 800pm et nbaontnt who ya got,3,45130,0,1,0,-4.708340657488262
365405,34492470, stay tuned for the #nbaallstardraft with team captains kingjames  giannis_an34 at 700pm et nbaontnt ,3,41469,0,1,0,-1.380124514543978
685602,34492470,rajonrondo gives his son pointers on a familiar court #thisiswhyweplay,3,36497,0,0,1,-0.7315370608490743
326079,34492470,join us in wishing isaiahthomas of the nuggets a happy 30th birthday #nbabday,3,27774,0,1,0,-3.7530893999653143
826842,34492470,"when does chinese new year begin for you 
#nbacny #thisiswhyweplay",3,15393,0,0,1,-0.11030298362386601
442306,34492470,swipe through to recap wednesdays seven games,3,5289,1,0,0,-2.9512375206037875
742101,34492470,lukadoncic becomes the first teenager to have 3 triple doubles with tonights 19p 11a 10r,3,2506,0,0,1,-0.8557054895355501
806081,34492470,easymoneysniper sees an opening  espn,3,1827,0,0,1,0.40254650326440555
904443,34492470,the warriors move the ball to find the open stephencurry30  espn,3,1621,0,0,1,2.847248269543826
723233,34492470,kennethfaried35 spikes it away,2,82483,0,0,1,0.7440512946031533
329150,34492470,lukadoncic notches his third triple double of the season for the dallasmavs with 19p 11a 10r #tripledoublealert,2,82043,0,1,0,-4.981942274739846
659743,34492470,giannis_an34 explodes for 43 points on 17 21 shooting in the bucks home w,2,81350,0,0,1,-1.617077204963114
362181,34492470,nikola jokic secures his 10th triple double of the season for the nuggets with 25p 14r 10a #tripledoublealert,2,80793,0,1,0,-2.1789151808667087
785587,34492470,giannis_an34 runs the floor  espn,2,80610,0,0,1,0.9608345932937542
709974,34492470,stephencurry30 gets an assist from easymoneysniper ahead of tonights espn action,2,77887,0,0,1,0.9576260340960308
792833,34492470,for the jackpot nice shot,2,77270,0,0,1,0.5999323045107786
653713,34492470,giannis_an34 finds malcolmbrogdon for the bucks triple  espn,2,76782,0,0,1,-2.2720361247196577
659743,34492470,timmyjr10 gets on the board for the dallasmavs with the oop,2,76200,0,0,1,-1.5650897651912157
659743,34492470,the shabazznap13r move or the brooklynnets bench,2,75226,0,0,1,-2.615653605472733
560919,34481163,bosnianbeast27 aldridge_121 klaythompson jharden13 we showcase januarys #gamechangers,2,65744,0,0,1,-0.022353593926184637
662054,34481163," the washwizards micd up 

 wizards bucks
 800pm et
 nbaonespn",2,57974,0,0,1,-3.7797968306658785
300448,34481163,reigning mvp quavohuncho headlines the #rufflescelebgame rosters at #nbaallstar 2019 repost nbaallstar,2,39801,0,1,0,-2.785846986166585
569919,34481163, the #attslamdunk field at #nbaallstar milesbridges jcollins20_ hamidiallo desmith4,2,32022,0,0,1,-1.0076012020856888
748167,34481163,"yuta whats your dream

my dream is to play in the nba

with his parents in attendance tonight yutawatanabe12 made his 2nd career nba three pointer #thisiswhyweplay",2,14087,0,0,1,-0.6307835127440437
742114,34481163,clydefrazier  mike breen share a moment as they celebrate 20 years of broadcasting together,2,8646,0,0,1,0.7665825903229698
407539,34481163,swipe through to recap tuesdays 8 games,2,4304,1,0,0,-3.083639787528432
748167,34481163,dwyanewade fades for his 20th point of the night in portland #onelastdance,2,3240,0,0,1,0.15639016850236898
785601,34481163,the big fella fades away  nbaontnt,1,81387,0,0,1,0.1941608132626237
348465,34481163,seven straight russwest44 notches his 7th consecutive triple double for the okcthunder with 16p 16a 15r #tripledoublealert,1,81232,0,1,0,-3.7453012233927407
723246,34481163,blakegriffin23 spins through the contact for the lefty finish,1,78766,0,0,1,-0.8923731425541676
659755,34481163,tobiasharris fades for the laclippers win,1,77590,0,0,1,-2.358714063805934
659755,34481163,milesbridges protects the paint for the hornets,1,75163,0,0,1,-2.1703185083998466
659755,34481163,turner_myles protects the paint for the pacers,1,74059,0,0,1,-1.9017601171466942
682080,34481163,poetry in motion #phantomcam,1,73270,0,0,1,0.5896461735100551
389615,34481163, the #statefarmsaturday participants at nbaallstar  #attslamdunk x #mtndew3pt x #tacobellskills x #nbaallstar,1,73046,1,0,0,-1.0866512243640958
423603,34481163,32k x ,1,72803,0,1,0,-0.20252757981155292
975437,34481163,kingjames to the rack,1,72720,0,0,1,3.4358872758842303
428422,34481163,"congrats to kingjames of the lakers on becoming the fifth player in nbahistory to surpass 32000 points 
#thisiswhyweplay #lakeshow",1,72196,0,1,0,-2.143931745204732
738449,34455119,cross crossin with the top 3 #kumhohandles from january who had your fave,1,66389,0,0,1,0.9100774428563356
731700,34455119,"kawhi leonard sees everything off the ball on defense #nbabreakdown

 raptors sixers
 800pm et
 nbaontnt",1,52789,0,0,1,-2.2057852467651973
757738,34455119,"what makes chinese new year so special 
#nbacny #thisiswhyweplay",1,40218,0,0,1,0.9335947902828546
431412,34455119,"happy year of the pig from the nba 
#nbacny #thisiswhyweplay",1,18388,0,1,0,-0.6501324441125897
431412,34455119,12 teams hit the floor monday night,1,2641,1,0,0,-2.141989345077822
806110,34455119, mb3five ,1,536,0,0,1,-0.3277539159143643
665149,34455119,the holiday bros jrue_holiday11 and the_4th_holiday exchange jerseys #thisiswhyweplay,0,82643,0,0,1,-2.8298852392129654
659767,34455119,jrue_holiday11 takes it strong for the pelicansnba,0,76309,0,0,1,-2.130969142577885
343466,34455119,new dallasmavs threads for kporzee,0,73294,0,1,0,-2.5602471860846396
659767,34455119,_bigjayy_ on both ends for the brooklynnets,0,71651,0,0,1,-1.1878966548127814
614500,34427862,bensimmons or spidadmitchell who had your fave assist of the week #statefarmassists,0,65621,0,0,1,-2.5508781359107044
662078,34427862," dloading micd up 

 bucks nets
 730pm et
 nbatv",0,59130,0,0,1,-3.353752801964789
360738,34427862,we remember the pioneers of our game #bhm #nbabhm #nbavoices #thisiswhyweplay,0,50601,1,0,0,-1.317575347333223
291782,34427862, the nba stat leaders ahead of week 17s action,0,43746,1,0,0,-2.936036566048896
335882,34399395,the celtics memgrizz and raptors are each victorious on sunday,6,64038,1,0,0,-5.502438914364491
297630,34399395,russwest44 secures his sixth straight triple double for the okcthunder with 22p 16a 12r #tripledoublealert,6,59349,0,1,0,-3.4221089608908746
871124,34399395,kyrieirving puts in a pair of clutch buckets in the celtics win,6,59297,0,0,1,2.7385107917170943
715453,34399395,jaren steps back to beat the shot clock buzzer,6,54288,0,0,1,0.9859629929709554
758806,34399395,"all 5 celtics touch it #nbabreakdown

 thunder celtics
 200pm et
 #nbaonabc",6,47537,0,0,1,-0.4693581547042096
766079,34399395," ygtrece on offense  defense 

 thunder celtics
 200pm et
 #nbaonabc",6,43574,0,0,1,-0.3701343142233683
424777,34399395,24 teams hit the floor for a busy saturday around the association,6,6561,1,0,0,-3.1449639166492465
406557,34399395,nikola jokic notches his 9th triple double of the season for the nuggets with 13p 16r 10a #tripledoublealert,5,85025,0,1,0,-2.920089357340487
774437,34399395,must be the jasonwilliams55 jersey,5,83187,0,0,1,0.7588061348064159
706452,34399395,what a pass by spidadmitchell to bossmann99,5,82143,0,0,1,-0.08563683278840836
782037,34399395,andre takes flight for the filthy warriors slam #nbaonabc,5,81373,0,0,1,0.6205635509448082
645265,34399395,boogiecousins with authority #phantomcam #nbaonabc,5,80705,0,0,1,0.10601854814567302
774437,34399395,bensimmons to the rack,5,80601,0,0,1,-0.10527633746138898
807160,34399395,stephencurry30 from half at the half #nbaonabc,5,79238,0,0,1,0.842417415240151
736302,34399395,stephencurry30 finds andre to end the first half #nbaonabc,5,79154,0,0,1,0.6132523509731004
848964,34399395,drose gets through the lane,5,78477,0,0,1,0.857923541372563
706452,34399395,first time nbaallstar k_mid22 tosses it up to beat the buzzer,5,76310,0,0,1,-0.879583548750112
841205,34399395, spurscoyote got the  ,5,75543,0,0,1,-0.03534015421352171
767359,34399395, lukadoncic scores 28 in the first half for the dallasmavs ,5,75034,0,0,1,-1.0707867183082707
742584,34399395,andre presents javalemcgee with his warriors 2018 nba championship ring #thisiswhyweplay,5,74709,0,0,1,0.4115211252465798
922158,34399395, vooch ,5,74704,0,0,1,0.2423550584169968
774437,34399395,unclejeffgreen on both ends,5,72587,0,0,1,0.769564110816757
706465,34377538,tomasatoransky punches home the monster slam for the washwizards,5,70410,0,0,1,-1.8917184697192055
758820,34377538," the lakers ball movement #nbabreakdown 
 lakers warriors
 830pm et
 #nbaonabc",5,67025,0,0,1,0.44507171573101967
752681,34377538," money23green micd up 

 lakers warriors
 830pm et
 #nbaonabc",5,62718,0,0,1,-0.5266234698400788
792015,34377538,ahead of tonights warriors #nbaonabc action 830pm et we showcase their incredible ball movement,5,56310,0,0,1,1.4565405702091425
315150,34377538, the nba standings ahead of todays action ,5,46424,1,0,0,-2.1813663640194503
408318,34377538,who ya got in tonights saturday primetime #nbaonabc action,5,39966,0,1,0,-1.789464629917004
257718,34377538,dallasmavs forward swish41 and miamiheat guard dwyanewade have been named by nba commissioner adamsilvernba as special team roster additions for the 2019 nbaallstar game,5,7122,1,0,0,-5.188587213281448
352142,34377538,the okcthunder nuggets hornets celtics and utahjazz each win friday night,5,2245,1,0,0,-7.536210502772014
785658,34377538,the nuggets wont stop scoring  espn,4,83642,0,0,1,-0.7079038010030339
369731,34377538,the houstonrockets debut their lunar new year uniforms tonight #nbacny,4,82997,1,0,0,-2.103640446800056
785658,34377538,a memorable mammoth hammer by tcraig3_  espn,4,82650,0,0,1,0.5906701990288978
336011,34377538,russwest44 notches his 5th straight triple double with 14p 14a 12r for the okcthunder #tripledoublealert,4,80907,0,1,0,-3.9808798646236836
659803,34377538,ygtrece puts up a career high and okcthunder franchise high 10 triples in miami,4,80828,0,0,1,-2.6179113381254395
723299,34377538,traeyoung gets into the paint for the flashy dime,4,80666,0,0,1,-0.5566316555815191
659803,34377538,fchwpo breaks free at msg for the celtics,4,77940,0,0,1,-1.0816552241459043
723299,34377538,ds17_fg goes 9 9 in the second quarter for 24 points,4,76949,0,0,1,0.628769129445121
406834,34377538,throughout february all nba teams will wear custom nike black history month warmup shirts  the dri fit t shirt features words selected by players that reflect black history and culture and our collective commitment to equality and diversity activate believe dream empower engage equality history inspire justice lead listen love perseverance and unify #nbabhm #nbavoices,4,73621,1,0,0,-8.993072725613633
614533,34350383,lukadoncic of the dallasmavs named western conference kia nba rookie of the month for january #kiarotm,4,64825,0,0,1,-3.8558720243097544
614533,34350383,traeyoung of the atlhawks named eastern conference kia nba rookie of the month for january #kiarotm,4,64779,0,0,1,-2.989164585227742
614533,34350383,joelembiid of the sixers named eastern conference kia nba player of the month for january #kiapotm,4,64701,0,0,1,-3.9821264821021916
674134,34350383,jharden13 of the houstonrockets named western conference kia nba player of the month for january #kiapotm,4,64649,0,0,1,-2.4673489504252655
619546,34350383,dream empower engage equality believe inspire lead love unify kyle_lowry7 previews the #bhm #nikexnba warmup shirts in celebration of black history month benefitting eji_org,4,52840,0,0,1,-2.1564881134397393
285450,34350383, the stat leaders among #nbarooks ahead of tonights action,4,47327,1,0,0,-2.7350589309824334
378053,34350383,first time nbaallstar reactions #thisiswhyweplay,4,19586,1,0,0,-0.385728488844696
913103,34350383,kingjames puts up 24 points 14 rebounds  9 assists in his return to action for the lakers,4,6361,0,0,1,1.63766127782907
617594,34350383,bensimmons and joelembiid each put up 26 in the sixers road w,4,4156,0,0,1,-4.576418856223276
670840,34350383,bensimmons taps it ahead to jimmybutler  nbaontnt,4,636,0,0,1,-2.7025232842187124
629326,34350383,joelembiid flushes it home off the bensimmons dish  nbaontnt,3,85929,0,0,1,-2.4358264647701318
756280,34350383, reggiemillertnt,3,85834,0,0,1,0.11664075596112404
629326,34350383,sixers rook landryshamet with the block and triple  nbaontnt,3,84035,0,0,1,-3.4819088222588706
856597,34350383,kingjames back on the board for the lakers,3,82662,0,0,1,1.7084136316149316
719307,34350383,boogiecousins gets on the board with his first warriors points at oracle arena  nbaontnt,3,82607,0,0,1,0.8691249142985412
635131,34350383,giannis_an34 with the clutch block for the bucks,3,82467,0,0,1,-1.7966457480583788
445207,34350383, back in action 1030pm et on nba league pass,3,78266,0,1,0,-2.4763729075870113
402990,34350383,meet the 2019 eastern conference nbaallstar reserves pool #nbaallstar,3,69553,1,0,0,-1.21679299683011
402929,34327364,the western conference nbaallstar reserves pool #nbaallstar,3,69133,0,1,0,-2.037856627802459
402929,34327364,the eastern conference nbaallstar reserves pool #nbaallstar,3,68622,0,1,0,-1.2184102475560086
637356,34327364," the pskills43 spin move 

 raptors bucks
 800pm et
 nbaontnt",3,53415,0,0,1,-4.464262556920267
349584,34327364,the easts top two meet tonight nbaontnt who ya got,3,46180,0,1,0,-1.0704835450703813
404733,34327364,who do you think will be named an #nbaallstar reserve tonight,3,42374,0,1,0,-2.339499286833091
270378,34327364, all the angles of karltowns #tissotbuzzerbeater for the timberwolves win #thisisyourtime,3,32794,1,0,0,-1.7144583423814348
453424,34327364,swipe through to recap wednesdays eight games around the nba,3,3580,1,0,0,-3.541446722396613
696265,34327364,3jmccollum makes it 7 7 from the field with the alley oop that went in,2,83675,0,0,1,0.8056838864338632
645546,34327364,karltowns with the #tissotbuzzerbeater for the timberwolves win #thisyourtime,2,82222,0,0,1,-2.3535246953083515
371285,34327364,nikola jokic secured his 8th triple double of the season for the nuggets with 20p 13r 10a #tripledoublealert,2,80193,0,1,0,-2.5551354986410177
