Engagements,Followers at Posting,Description,Day_of_Week,Time_in_seconds,Album,Photo,Video
614533,34350383,traeyoung of the atlhawks named eastern conference kia nba rookie of the month for january #kiarotm,4,64779,0,0,1
614533,34350383,joelembiid of the sixers named eastern conference kia nba player of the month for january #kiapotm,4,64701,0,0,1
674134,34350383,jharden13 of the houstonrockets named western conference kia nba player of the month for january #kiapotm,4,64649,0,0,1
619546,34350383,dream empower engage equality believe inspire lead love unify kyle_lowry7 previews the #bhm #nikexnba warmup shirts in celebration of black history month benefitting eji_org,4,52840,0,0,1
285450,34350383, the stat leaders among #nbarooks ahead of tonights action,4,47327,1,0,0
378053,34350383,first time nbaallstar reactions #thisiswhyweplay,4,19586,1,0,0
913103,34350383,kingjames puts up 24 points 14 rebounds  9 assists in his return to action for the lakers,4,6361,0,0,1
617594,34350383,bensimmons and joelembiid each put up 26 in the sixers road w,4,4156,0,0,1
670840,34350383,bensimmons taps it ahead to jimmybutler  nbaontnt,4,636,0,0,1
629326,34350383,joelembiid flushes it home off the bensimmons dish  nbaontnt,3,85929,0,0,1
756280,34350383, reggiemillertnt,3,85834,0,0,1
629326,34350383,sixers rook landryshamet with the block and triple  nbaontnt,3,84035,0,0,1
856597,34350383,kingjames back on the board for the lakers,3,82662,0,0,1
719307,34350383,boogiecousins gets on the board with his first warriors points at oracle arena  nbaontnt,3,82607,0,0,1
635131,34350383,giannis_an34 with the clutch block for the bucks,3,82467,0,0,1
445207,34350383, back in action 1030pm et on nba league pass,3,78266,0,1,0
402990,34350383,meet the 2019 eastern conference nbaallstar reserves pool #nbaallstar,3,69553,1,0,0
402929,34327364,the western conference nbaallstar reserves pool #nbaallstar,3,69133,0,1,0
402929,34327364,the eastern conference nbaallstar reserves pool #nbaallstar,3,68622,0,1,0
637356,34327364," the pskills43 spin move 

 raptors bucks
 800pm et
 nbaontnt",3,53415,0,0,1
349584,34327364,the easts top two meet tonight nbaontnt who ya got,3,46180,0,1,0
404733,34327364,who do you think will be named an #nbaallstar reserve tonight,3,42374,0,1,0
270378,34327364, all the angles of karltowns #tissotbuzzerbeater for the timberwolves win #thisisyourtime,3,32794,1,0,0
453424,34327364,swipe through to recap wednesdays eight games around the nba,3,3580,1,0,0
696265,34327364,3jmccollum makes it 7 7 from the field with the alley oop that went in,2,83675,0,0,1
645546,34327364,karltowns with the #tissotbuzzerbeater for the timberwolves win #thisyourtime,2,82222,0,0,1
371285,34327364,nikola jokic secured his 8th triple double of the season for the nuggets with 20p 13r 10a #tripledoublealert,2,80193,0,1,0
635143,34327364,swish41 puts up a season high 14 off the dallasmavs bench,2,79068,0,0,1
337424,34327364,desmith4 secures his first triple double of the season for the dallasmavs with 13p 15a 10r #tripledoublealert,2,78598,0,1,0
696265,34327364,karltowns throws it down off the drive,2,78219,0,0,1
689902,34327364,unclejeffgreen throws down a pair of vicious slams for the washwizards  espn,2,77214,0,0,1
635143,34327364,jaytatum0 extends for the oop from gmb_chum12,2,76886,0,0,1
763270,34327364,nikola jokic with the pin point dime,2,76784,0,0,1
696265,34327364,lukadoncic beats the shot clock buzzer with toss,2,75931,0,0,1
635143,34327364,fchwpo shows out for the celtics,2,74353,0,0,1
696265,34327364,thats tough dmillerky,2,69994,0,0,1
698704,34300664,"damianlillards got range 
 jazz blazers
 1030pm et
 espn",2,60054,0,0,1
586779,34300664,turner_myles 28bpg league leader looks to protect the paint as the pacers visit dc 800pm et espn,2,51199,0,0,1
249100,34300664, all the angles of rudygays #tissotbuzzerbeater for the spurs win #thisisyourtime,2,32588,1,0,0
344337,34300664,2019 nbaallstar game performers,2,29643,1,0,0
417741,34300664,swipe through to recap tuesdays nba action,2,4456,1,0,0
645767,34300664,rajonrondo makes it easy for ivicazubac  nbaontnt,2,1234,0,0,1
763284,34300664,nan,1,84874,0,0,1
645558,34300664,rudygay buries the #tissotbuzzerbeater for the spurs win #thisisyourtime,1,83710,0,0,1
629349,34300664,jah8 takes flight for the pelicansnba in houston  nbaontnt,1,79998,0,0,1
357188,34300664,russwest44 collects his 17th triple double of the season for the okcthunder with 23 14 14 #tripledoublealert,1,76731,0,1,0
635154,34300664,giannis_an34 with the strip  slam for the bucks,1,74037,0,0,1
635154,34300664,ygtrece puts up 31 in the first half for the okcthunder in orlando,1,73625,0,0,1
432474,34300664,presenting the us and world team rosters for the #mtndewicerisingstars at #nbaallstar 2019,1,72608,0,1,0
579396,34300664,ahead of tonights sixers action in la 1030pm et nbaontnt we showcase joelembiids fancy footwork,1,71148,0,0,1
309839,34271500,the #mtndewicerisingstars rosters for #nbaallstar 2019 will be revealed 8pm et tonight nbaontnt repost nbaallstar,1,44820,0,1,0
326003,34271500,join us in wishing marcgasol of the memgrizz a happy 34th birthday #nbabday,1,37169,0,1,0
397059,34271500,the warriors hornets celtics nuggets  atlhawks each win on monday,1,4589,1,0,0
629360,34271500,louwillville sets up trezz24  nbatv,0,84342,0,0,1
451851,34271500,11 straight ws for the warriors #dubnation,0,78357,0,1,0
635166,34271500,youngamechanger finds gmb_chum12,0,76672,0,0,1
696291,34271500,how thats_g_,0,76430,0,0,1
635166,34271500,what a pass by _kw15 to ahmad_monk,0,76366,0,0,1
579407,34271500,traeyoung from the bench ahead of tonights atlhawks action in la 1030pm et nbatv,0,75416,0,0,1
742455,34271500,stephencurry30 beats the buzzer from deep  nbatv,0,73675,0,0,1
701970,34271500,a message from vicoladipo #together4vic,0,71062,0,0,1
637391,34242141," vince carter micd up for the atlhawks 

 hawks clippers
 1030pm et
 nbatv",0,65354,0,0,1
789624,34242141,kyrieirving or ruuufio who had your fave assist of the week #statefarmassists,0,54094,0,0,1
299076,34242141, the nba stat leaders ahead of week 16s action,0,43262,1,0,0
374789,34242141,join us in wishing andre of the warriors a happy 35th birthday #nbabday,0,31277,0,1,0
327145,34242141,prospects from the nbaacademy in africa china and india were surprised with a meet and greet with dwyanewade following tonights miamiheat game a great end to a productive week of on court training and off court activities in nyc #nbaacademy,0,9628,0,1,0
435848,34242141,swipe through to recap sundays 9 games,0,3093,1,0,0
680097,34242141,lukadoncic becomes the first teenager in nbahistory to record a 30 pt triple double with 35 12 10,6,81604,0,0,1
680097,34242141,dbook tosses it in for the suns,6,80461,0,0,1
746057,34242141,jharden13 puts up 40 points 11 boards and 6 assists in the houstonrockets w,6,79558,0,0,1
351688,34242141,lukadoncic notches his second career triple double for the dallasmavs with 35p 12r 10a #tripledoublealert,6,78169,0,1,0
746057,34242141,jharden13 steps back for the clutch jumper in the houstonrockets w,6,76713,0,0,1
351688,34242141,russwest44 notches his 16th triple double of the season for the okcthunder with 13 13 11 #tripledoublealert,6,75586,0,1,0
751627,34242141,dwyanewade spins for the bucket at msg #onelastdance,6,74534,0,0,1
746057,34242141,jharden13 thread the needle to kennethfaried35 for the slam,6,73163,0,0,1
680110,34214112,dwyanewade already putting on a show in the garden repost miamiheat,6,70660,0,0,1
680110,34214112,stevenadams runs the break for the okcthunder on espn,6,70564,0,0,1
680110,34214112,desmith4 cuts backdoor for the lob from lukadoncic,6,70422,0,0,1
680110,34214112,ygtrece puts up 21 for the okcthunder in the first half on espn,6,69775,0,0,1
682480,34214112,louwillville  trezz24 ,6,60548,0,0,1
305071,34214112,get your nbaallstar gear now from nbastore tap to shop,6,47835,1,0,0
314831,34214112,the warriors nuggets trailblazers spurs and memgrizz each win on saturday,6,2238,1,0,0
359601,34214112,3jmccollum notches his first career triple double with 28 10 10 for the trailblazers #tripledoublealert,6,1549,0,1,0
416721,34214112,nikola jokic secures his 7th triple double of the season for the nuggets with 32p 18r 10a #tripledoublealert,5,85445,0,1,0
907781,34214112,easymoneysniper 33p 9r and kyrieirving 32p 10a duel in boston,5,84362,0,0,1
777351,34214112,warriors celtics goes down the wire,5,84233,0,0,1
486068,34214112,10 straight ws for the warriors,5,82610,0,1,0
791575,34214112,kyrie being kyrie #nbaonabc,5,82262,0,0,1
745560,34214112,turner_myles wont be denied,5,79531,0,0,1
895013,34214112, #hoopsfortroops ,5,79485,0,0,1
946139,34214112,kyrieirving 19p and stephencurry30 17p go back  forth in the first half #nbaonabc,5,78649,0,0,1
680110,34214112,thats_g_ in transition for the nuggets,5,77537,0,0,1
802018,34214112,kyrieirving slips it to alhorford for the celtics #nbaonabc,5,75833,0,0,1
658696,34214112,boogiecousins leads the break  finds easymoneysniper #nbaonabc,5,75319,0,0,1
817785,34214112, warriors 9 game win streak vs celtics 5 game win streak now on #nbaonabc,5,74608,0,0,1
850957,34187648,stephencurry30 3 straight from the logo + uses the arc on the pull up #dubnation  830pm et #nbaonabc,5,70773,0,0,1
853794,34187648,kyrieirving pregame warmup off the bounce ahead warriors celtics on #nbaonabc 830pm et #cusrise,5,63539,0,0,1
523515,34187648,tonights #nbaonabc saturday primetime action features stephencurry30  the warriors visiting kyrieirving  the celtics,5,51474,0,1,0
380345,34187648,join us in wishing vince carter of the atlhawks a happy 42nd birthday #nbabday,5,31083,0,1,0
416993,34187648,swipe through to recap fridays 10 games,4,85382,1,0,0
696328,34187648,giannis_an34 spins for the slam,4,83028,0,0,1
696328,34187648,lukadoncic steps back for 30,4,82962,0,0,1
344401,34187648,louwillville notches his first career triple double with 31p 10r 10a off the laclippers bench #tripledoublealert,4,81087,0,1,0
696328,34187648,deandre runs the floor,4,78767,0,0,1
640381,34187648,dwyanewade flushes it home for the miamiheat in cleveland #onelastdance,4,77894,0,0,1
635200,34187648,the orlandomagic turn defense into offense highlighted by the 3tross1 slam,4,77423,0,0,1
689964,34187648,officialeg10 takes flight for the houstonrockets  espn,4,74784,0,0,1
696328,34187648,watch your head youngheirgordon,4,72181,0,0,1
689977,34156512,unclejeffgreen with the  for the washwizards in orlando,4,70186,0,0,1
763353,34156512,james harden  kawhi leonard hit the floor for tonights espn action 800pm et in houston,4,70163,0,0,1
428739,34156512," 522 ppg in last 5 games 

 raptors rockets
 800pm et
 espn",4,68045,0,1,0
772261,34156512, the eastern conference #nbaallstar starters pool in action ,4,53220,0,0,1
772261,34156512, the western conference #nbaallstar starters pool in action ,4,53217,0,0,1
307833,34156512, the stat leaders among #nbarooks ahead of tonights action,4,42683,1,0,0
339240,34156512,the warriors okcthunder trailblazers  timberwolves each win thursday night,4,4221,1,0,0
707976,34156512,karltowns to the rack  nbaontnt,4,2503,0,0,1
742509,34156512,stephencurry30 uses his handles to create space  nbaontnt,3,78556,0,0,1
742509,34156512,stephencurry30 finishes off the contact  nbaontnt,3,78118,0,0,1
365771,34156512,with 1047 to play in the 3rd russwest44 notched his 15th triple double of the season for the okcthunder with 16p 11a 10r #tripledoublealert,3,77063,0,1,0
712723,34156512,stephencurry30 puts up 21 for the warriors in the first half nbaontnt,3,76721,0,0,1
696341,34156512,dulenader2 takes it baseline for the strong slam,3,75155,0,0,1
769579,34156512,assist of the night #thisiswhyweplay,3,74700,0,0,1
405629,34126776, the eastern conference #nbaallstar starters pool  repost nbaallstar,3,70513,1,0,0
405629,34126776, the western conference #nbaallstar starters pool  repost nbaallstar,3,70440,1,0,0
296980,34126776,"the 2019 #nbaallstar team captains

 #nbaallstar draft show 7pm et february 7 nbaontnt repost nbaallstar",3,69976,0,1,0
442780,34126776,the eastern conference #nbaallstar starters pool,3,69384,0,1,0
442780,34126776,the western conference #nbaallstar starters pool,3,68812,0,1,0
698780,34126776,"derrick rose goes up  under 
 timberwolves lakers
 1030pm et
 nbaontnt",3,62350,0,0,1
637437,34126776,"bradbeal3 off the dribble 
 warriors wizards
 800pm et
 nbaontnt",3,54403,0,0,1
370285,34126776, tonight  repost nbaallstar,3,41355,0,1,0
452827,34126776,20 teams in action 10 winners wednesday night,3,4677,1,0,0
689989,34126776,ruuufio with the no look to rudygobert27  espn,2,84030,0,0,1
336979,34126776,marcgasol notches his first triple double of the season for the memgrizz with 22p 17r 10a #tripledoublealert,2,81434,0,1,0
336979,34126776,bensimmons notches his 8th triple double of the season for the sixers with 21p 15a 10r #tripledoublealert,2,81194,0,1,0
829749,34126776,jharden13 puts the  on his 61 point night at msg,2,80689,0,0,1
411282,34126776,,2,80184,0,1,0
763890,34126776,jharden13s up to 49 through 3 quarters at msg,2,77897,0,0,1
696354,34126776,jrich_0 with the left,2,76304,0,0,1
696354,34126776,jusanderson1 takes it strong baseline for the slam,2,75993,0,0,1
629417,34126776,bensimmons dumps it off to joelembiid for the sixers slam  espn,2,73527,0,0,1
648807,34098571,"ahead of tonights sixers action we showcase bensimmons best no look assists 
 spurs sixers
 800pm et
 espn",2,45483,0,0,1
294616,34098571,the okcthunder raptors dallasmavs  timberwolves each win tuesday night,1,85443,1,0,0
356714,34098571,russwest44 notches his 14th triple double of the season for the okcthunder with 29p 14a 10r #tripledoublealert,1,81159,0,1,0
696366,34098571,i got hops   russwest44,1,80824,0,0,1
696366,34098571,lukadoncic gets into the lane with the left,1,80800,0,0,1
629429,34098571,russwest44 in transition for the okcthunder  nbatv,1,78448,0,0,1
690002,34098571,russwest44 operates off the dribble  nbatv,1,78058,0,0,1
629429,34098571,ygtrece gets back for the okcthunder block  nbatv,1,76710,0,0,1
629429,34098571,russwest44 with a pair of flashy dimes for the okcthunder  nbatv,1,76495,0,0,1
586243,34069136,"ygtrece for the okcthunder win #nbabreakdown

 blazers thunder
 800pm et
 nbatv",1,64970,0,0,1
441407,34069136,"levitate with the okcthunder

 levitate by musicbybalance|unitedmasters 
trailblazers okcthunder
8pm et  nbatv",1,56851,0,0,1
441615,34069136,#mlkday around the association #thisiswhyweplay,1,6186,1,0,0
441615,34069136,swipe through to recap an 11 game #mlkday around the association,1,5816,1,0,0
708015,34069136,klaythompson makes his first 10 three point attempts for 44 points through 3 quarters  nbaontnt,1,2201,0,0,1
629440,34069136,boogiecousins hustle sets up the klaythompson triple  nbaontnt,0,82993,0,0,1
756417,34069136,jj redick with the flashy dribble into the shot  nbaontnt,0,79112,0,0,1
662334,34069136,easymoneysniper gets loose for tonights warriors action in la 1030pm et nbaontnt,0,78995,0,0,1
690014,34069136,joelembiid hustles back for the swat  nbaontnt,0,77085,0,0,1
629440,34069136,kennethfaried35 with the  in his houstonrockets debut  nbaontnt,0,76118,0,0,1
829210,34069136, ok we see you,0,73146,0,0,1
773480,34039501,kyrieirving dimes it to youngamechanger for the celtics triple,0,70721,0,0,1
696869,34039501,jharden13 western conf player of the week hits the floor seeking his 20th straight game of 30+ pts 800pm et nbaontnt ,0,70569,0,0,1
304981,34039501,lukadoncic notches his first career triple double for the dallasmavs with 18p 11r 10a #tripledoublealert,0,60413,0,1,0
